WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO02007,A1121,Sizewell B,Vendor_14,Engineering,P1,In Progress,Valve Leak,Human Error,2025-03-08,2025-04-01,106031,127293,21262,5.8,190.2,50,Medium,compliant,,EMP429,28,BWR,P1026,489,13,18,Emergency,28.3,7,A,10.23,CNSC,0,22289,Pending,98025,7,180,urgent
WO02008,A1023,Bruce A,Vendor_27,Ops,P2,Open,Inspection Overdue,Human Error,12/04/2025,2025-05-30,374056,386330,12274,1.5,324.9,70,Low,Pending,,EMP185,3,AGR,P1442,317,87,23,Corrective,57.6,1,C,4.78,NRC,34257,954877,Paid,400698,11,90,repeat issue 
WO02009,A1220,Olkiluoto 3,Vendor_25,Maint,P3,In Progress,Valve Leak,Design,24/09/2023,2023-11-11,51784,74881,23097,54.5,358.5,51,High,Compliant,,EMP188,7,BWR,P1214,313,46,8,Corrective,10.6,2,A,9.61,ONR,0,915376,Pending,55895,0,30,repeat issue 
WO02010,A1064,Sizewell B,Vendor_3,Maint,P2,Closed,Calibration Drift,Human Error,06/06/2023,2023-06-27,369201,385052,15851,40.1,25.0,24,High,compliant,,EMP625,43,AGR,P1269,23,54,85,Predictive,20.8,3,A,14.53,STUK,0,966259,Pending,400697,4,90,repeat issue 
WO02011,A1162,Bruce A,Vendor_9,Engineering,P5,Closed,Valve Leak,Human Error,07/01/2022,2022-01-09,443756,414438,-29318,35.5,838.4,4,Medium,compliant,64.0,EMP828,39,PHWR,P1319,209,103,71,Preventive,68.6,5,B,6.73,STUK,0,982984,Paid,459779,2,90,N/A
WO02012,A1053,Sizewell B,Vendor_26,Ops,P3,In Progress,Calibration Drift,Unknown,09/07/2023,2023-09-05,247029,213146,-33883,0.3,234.8,15,Critical,compliant,,EMP733,30,AGR,P1095,484,114,79,Corrective,20.4,3,D,13.94,STUK,66343,423063,Paid,261112,9,30,repeat issue 
WO02013,A1195,Heysham 1,Vendor_15,Safety,P2,Closed,Inventory Shortage,Unknown,2023-12-19,2024-02-13,357461,472672,115211,22.5,98.5,77,Medium,Compliant,48.0,EMP391,11,BWR,P1246,160,49,7,Preventive,54.8,7,B,14.5,NRC,0,397479,Overdue,356661,8,365,await docs
WO02014,A1202,Olkiluoto 3,Vendor_10,Safety,P1,Cancelled,Valve Leak,Ageing,2023-07-30,2023-08-17,393859,510884,117025,47.8,481.9,74,Critical,Compliant,,EMP406,2,PWR,P1014,361,62,43,Emergency,50.6,5,C,14.06,NRC,0,584158,Paid,431269,10,30,
WO02015,A1200,Bruce A,Vendor_17,Maint,P5,Cancelled,Inspection Overdue,Ageing,2025-06-19,2025-07-05,422125,529446,107321,91.5,124.0,15,Low,Pending,94.0,EMP573,42,PHWR,P1027,248,18,32,Corrective,74.9,5,D,12.65,CNSC,0,989597,Overdue,449582,0,90,repeat issue 
WO02016,A1277,Sizewell B,Vendor_27,Finance,P2,Cancelled,Calibration Drift,Unknown,28/02/2023,,129251,160105,30854,65.0,265.0,34,Low,Pending,,EMP921,27,PWR,P1084,47,13,37,Corrective,27.4,5,C,17.79,NRC,0,494286,Paid,178939,10,180,
WO02017,A1194,Torness,Vendor_13,Safety,P2,In Progress,Inventory Shortage,Human Error,28/06/2024,2024-07-30,413592,502785,89193,60.2,469.8,94,Low,Compliant,,EMP593,45,BWR,P1415,202,104,59,Predictive,34.1,3,D,15.65,CNSC,0,432325,Overdue,416856,12,90,await docs
WO02018,A1080,Diablo Canyon,Vendor_26,Finance,P3,Cancelled,Calibration Drift,Human Error,2022-03-22,2022-05-19,141845,115237,-26608,90.6,236.7,76,Low,Non-Compliant,58.0,EMP243,35,AGR,P1436,220,43,34,Preventive,6.1,3,D,9.5,NRC,8604,73609,Pending,170283,3,90,repeat issue 
WO02019,A1110,Torness,Vendor_28,Procurement,P5,Closed,Valve Leak,Vendor Delay,16/10/2025,2025-10-24,183706,221619,37913,32.6,879.6,85,Critical,Pending,,EMP868,17,PHWR,P1084,240,55,26,Predictive,7.7,2,B,13.05,STUK,0,275194,Overdue,203650,4,180,N/A
WO02020,A1173,Heysham 1,Vendor_4,Engineering,P3,Cancelled,Pump Failure,Vendor Delay,2023-09-25,,90629,187483,96854,54.1,373.2,74,Critical,compliant,,EMP958,29,PHWR,P1077,341,43,52,Preventive,39.7,8,A,11.09,NRC,0,229666,Paid,115712,2,365,
WO02021,A1228,Heysham 1,Vendor_28,Procurement,P1,Cancelled,Pump Failure,Human Error,18/03/2023,2023-03-29,83492,122085,38593,30.9,296.0,84,Critical,Pending,,EMP837,45,BWR,P1073,235,13,49,Emergency,3.0,4,C,12.61,CNSC,0,952538,Paid,105673,8,365,repeat issue 
WO02022,A1246,Olkiluoto 3,Vendor_11,Engineering,P5,Open,Valve Leak,Ageing,2025-02-28,2025-03-15,376748,349604,-27144,63.0,87.2,86,Low,Compliant,40.0,EMP473,16,SMR,P1268,384,24,80,Preventive,19.7,4,B,13.47,CNSC,0,573023,Paid,388486,7,365,
WO02023,A1247,Sizewell B,Vendor_4,Safety,P3,Open,Inspection Overdue,Ageing,2022-06-15,2022-06-13,250726,280599,29873,64.7,423.7,13,Critical,compliant,49.0,EMP736,4,SMR,P1353,399,78,26,Preventive,57.6,2,D,4.13,STUK,0,239074,Overdue,277315,9,180,await docs
WO02024,A1290,Olkiluoto 3,Vendor_2,Engineering,P5,Closed,Inventory Shortage,Human Error,06/05/2023,2023-06-30,59330,102432,43102,52.6,120.3,65,Medium,Compliant,,EMP942,5,PWR,P1106,482,36,7,Predictive,76.0,7,D,7.9,NRC,0,655377,Paid,59660,6,180,urgent
WO02025,A1287,Diablo Canyon,Vendor_23,Procurement,P4,Cancelled,Pump Failure,Unknown,2022-11-25,2022-12-29,253604,329120,75516,54.4,105.7,90,Medium,compliant,74.0,EMP987,17,BWR,P1271,270,82,41,Predictive,65.8,5,B,6.89,ONR,0,524124,Paid,236086,8,365,repeat issue 
WO02026,A1299,Bruce A,Vendor_24,Safety,P2,In Progress,Sensor Fault,Vendor Delay,18/06/2025,2025-07-04,299821,351861,52040,85.0,423.7,95,Low,Compliant,,EMP254,30,AGR,P1067,443,48,22,Corrective,38.8,8,B,3.05,NRC,0,766718,Overdue,301549,4,365,await docs
WO02027,A1141,Diablo Canyon,Vendor_2,Finance,P1,Open,Calibration Drift,Vendor Delay,2024-05-12,2024-06-14,294131,313417,19286,51.4,475.2,65,High,compliant,88.0,EMP143,9,AGR,P1485,282,49,38,Emergency,39.7,5,A,15.25,CNSC,0,579181,Overdue,326293,6,90,await docs
WO02028,A1105,Olkiluoto 3,Vendor_9,Engineering,P5,Cancelled,Valve Leak,Design,2024-05-03,2024-05-15,457032,449774,-7258,18.0,113.5,6,Low,Compliant,82.0,EMP370,41,PHWR,P1005,452,36,78,Preventive,28.5,6,A,12.2,NRC,0,238427,Overdue,444918,2,365,urgent
WO02029,A1094,Heysham 1,Vendor_25,Procurement,P1,In Progress,Calibration Drift,Unknown,10/03/2023,2023-04-19,351873,426652,74779,73.3,677.5,95,Medium,compliant,,EMP794,45,BWR,P1019,420,63,24,Preventive,71.5,3,D,5.62,ONR,0,558253,Overdue,401770,8,30,urgent
WO02030,A1201,Olkiluoto 3,Vendor_26,Safety,P1,Closed,Valve Leak,Unknown,08/10/2023,2023-11-01,179527,235390,55863,23.3,140.0,33,High,Compliant,,EMP661,45,AGR,P1345,308,53,66,Predictive,5.3,3,A,11.71,NRC,0,345435,Pending,206767,12,365,await docs
WO02031,A1142,Torness,Vendor_11,Safety,P2,Closed,Calibration Drift,Human Error,2022-05-09,2022-05-17,348036,418316,70280,13.0,627.8,90,Low,Compliant,,EMP114,21,AGR,P1315,180,53,63,Preventive,20.4,1,B,3.17,ONR,0,221585,Overdue,331231,12,90,repeat issue 
WO02032,A1143,Olkiluoto 3,Vendor_12,Finance,P1,Closed,Sensor Fault,Human Error,01/01/2025,2024-12-31,332183,305124,-27059,36.0,662.2,66,High,Compliant,,EMP792,24,PHWR,P1450,20,57,73,Corrective,6.2,7,C,12.87,ONR,0,212125,Overdue,345942,12,180,
WO02033,A1075,Olkiluoto 3,Vendor_21,Safety,P3,Open,Inspection Overdue,Vendor Delay,02/07/2025,2025-08-17,275834,380144,104310,27.6,364.9,9,High,compliant,,EMP678,35,PHWR,P1228,82,72,81,Predictive,26.2,1,A,2.11,CNSC,0,444124,Overdue,270491,3,365,await docs
WO02034,A1169,Sizewell B,Vendor_20,Procurement,P3,Closed,Inventory Shortage,Human Error,2024-10-29,2024-11-25,148662,223634,74972,40.3,442.4,39,Low,compliant,79.0,EMP488,10,BWR,P1328,400,30,41,Predictive,28.3,5,D,8.59,STUK,0,315079,Paid,146180,6,365,N/A
WO02035,A1057,Sizewell B,Vendor_22,Engineering,P3,Cancelled,Inventory Shortage,Ageing,2023-07-28,2023-09-15,54935,117105,62170,6.4,241.0,45,Critical,Pending,92.0,EMP774,9,PHWR,P1031,485,14,40,Emergency,54.9,5,A,12.95,NRC,0,61539,Overdue,40049,4,180,repeat issue 
WO02036,A1288,Torness,Vendor_4,Ops,P5,In Progress,Pump Failure,Ageing,26/09/2023,2023-10-17,338157,368307,30150,43.7,189.1,3,Medium,Non-Compliant,,EMP378,5,PWR,P1467,172,100,13,Predictive,63.7,6,C,15.28,CNSC,0,405316,Overdue,357435,8,90,N/A
WO02037,A1176,Olkiluoto 3,Vendor_22,Safety,P3,Cancelled,Pump Failure,Design,2025-08-28,2025-10-11,419402,481438,62036,90.1,491.2,4,Medium,Compliant,65.0,EMP442,31,AGR,P1075,334,113,76,Emergency,17.1,5,C,10.09,ONR,0,263972,Overdue,426878,4,365,repeat issue 
WO02038,A1158,Bruce A,Vendor_12,Maint,P1,Closed,Sensor Fault,Unknown,2024-05-20,2024-06-29,229611,343302,113691,44.7,26.0,55,Low,Non-Compliant,64.0,EMP731,1,AGR,P1417,21,68,60,Predictive,33.7,3,D,4.63,STUK,71730,543210,Paid,246813,6,90,repeat issue 
WO02039,A1147,Diablo Canyon,Vendor_3,Ops,P3,Closed,Inventory Shortage,Unknown,2023-03-01,2023-03-20,452760,511947,59187,60.9,761.2,13,Low,Pending,55.0,EMP189,17,BWR,P1038,330,20,54,Preventive,19.5,7,A,14.24,ONR,0,658772,Paid,465705,8,30,N/A
WO02040,A1294,Heysham 1,Vendor_25,Maint,P5,Cancelled,Calibration Drift,Design,30/07/2024,,205273,184841,-20432,87.8,835.3,50,High,Non-Compliant,,EMP231,43,BWR,P1170,16,106,39,Corrective,78.7,2,C,16.64,STUK,0,625554,Paid,188927,6,180,N/A
WO02041,A1163,Sizewell B,Vendor_10,Safety,P5,Cancelled,Pump Failure,Unknown,07/01/2023,2023-02-08,148625,165725,17100,80.6,265.6,61,High,Compliant,62.0,EMP584,10,SMR,P1434,167,39,13,Predictive,12.3,8,B,0.93,ONR,0,392115,Overdue,137746,3,365,repeat issue 
WO02042,A1100,Sizewell B,Vendor_7,Safety,P4,Open,Inspection Overdue,Ageing,16/10/2023,2023-12-10,81211,112630,31419,46.8,720.6,35,Critical,Compliant,,EMP852,37,BWR,P1047,33,114,50,Preventive,60.2,7,B,14.87,STUK,0,467658,Paid,98564,7,30,await docs
WO02043,A1200,Sizewell B,Vendor_28,Safety,P2,Open,Valve Leak,Unknown,04/07/2022,2022-07-10,375110,347653,-27457,84.9,822.0,68,Medium,Pending,,EMP199,23,AGR,P1393,438,81,21,Predictive,2.9,4,C,2.42,NRC,0,490481,Pending,366321,5,30,
WO02044,A1177,Diablo Canyon,Vendor_5,Maint,P3,Cancelled,Sensor Fault,Vendor Delay,28/09/2025,2025-11-09,493120,596036,102916,77.2,41.3,38,Low,compliant,,EMP994,32,PWR,P1084,217,95,35,Emergency,55.8,1,C,4.84,ONR,0,538208,Paid,531754,4,30,
WO02045,A1016,Bruce A,Vendor_29,Ops,P3,In Progress,Calibration Drift,Ageing,2022-04-02,2022-04-18,199704,229940,30236,46.6,630.5,50,Low,Non-Compliant,40.0,EMP441,1,SMR,P1452,355,52,18,Predictive,31.4,8,C,5.17,NRC,29614,473829,Pending,244402,8,365,urgent
WO02046,A1148,Torness,Vendor_6,Maint,P4,In Progress,Inspection Overdue,Unknown,2025-07-21,2025-07-26,459311,538217,78906,80.1,208.6,5,High,Pending,,EMP241,40,BWR,P1345,359,66,45,Corrective,59.7,8,D,5.03,STUK,0,28940,Overdue,483937,12,30,await docs
WO02047,A1034,Olkiluoto 3,Vendor_6,Safety,P1,Closed,Valve Leak,Design,2023-01-11,2023-01-29,161001,168196,7195,81.0,234.4,47,Critical,compliant,47.0,EMP545,43,PHWR,P1234,116,17,59,Corrective,76.9,6,A,2.32,NRC,0,573673,Overdue,164389,11,90,await docs
WO02048,A1291,Heysham 1,Vendor_13,Maint,P1,Closed,Sensor Fault,Design,2024-06-07,2024-06-26,439790,451984,12194,37.9,620.7,63,Low,Non-Compliant,44.0,EMP377,22,PHWR,P1016,71,81,64,Emergency,11.5,7,D,0.4,ONR,28103,622121,Overdue,455116,9,365,await docs
WO02049,A1052,Torness,Vendor_19,Engineering,P5,In Progress,Valve Leak,Design,2023-10-11,2023-11-02,134709,162190,27481,57.9,241.4,90,High,Compliant,,EMP711,28,PHWR,P1323,108,70,59,Corrective,5.4,6,C,7.53,ONR,68311,816055,Paid,123836,0,30,
WO02050,A1240,Olkiluoto 3,Vendor_1,Maint,P4,Cancelled,Inventory Shortage,Vendor Delay,29/03/2024,2024-04-12,279408,368173,88765,73.2,557.9,12,Low,Non-Compliant,54.0,EMP559,5,PWR,P1428,454,90,73,Predictive,42.2,6,C,6.63,ONR,0,897799,Overdue,319226,0,90,repeat issue 
WO02051,A1256,Torness,Vendor_26,Finance,P4,Open,Pump Failure,Ageing,29/03/2022,2022-04-29,489528,544356,54828,48.5,237.9,30,High,Non-Compliant,,EMP604,9,BWR,P1031,140,17,10,Preventive,50.0,8,C,16.94,CNSC,0,960431,Paid,532973,10,365,
WO02052,A1126,Diablo Canyon,Vendor_9,Finance,P4,Closed,Sensor Fault,Design,2025-06-27,2025-07-12,27789,30595,2806,46.2,220.6,88,High,Pending,66.0,EMP361,33,BWR,P1126,394,22,25,Corrective,75.6,6,A,5.51,CNSC,0,922498,Pending,59555,9,30,repeat issue 
WO02053,A1043,Bruce A,Vendor_8,Procurement,P3,In Progress,Sensor Fault,Human Error,2023-10-02,2023-10-17,385401,485213,99812,20.4,129.3,69,Critical,compliant,,EMP458,10,BWR,P1293,248,86,84,Corrective,69.4,1,C,15.4,ONR,0,56595,Pending,423430,0,180,await docs
WO02054,A1150,Olkiluoto 3,Vendor_14,Procurement,P5,In Progress,Inspection Overdue,Ageing,15/09/2024,,256700,277307,20607,32.2,311.5,21,High,Pending,99.0,EMP768,5,PWR,P1449,106,56,58,Corrective,46.3,3,D,4.84,CNSC,0,197647,Pending,285698,11,180,await docs
WO02055,A1058,Sizewell B,Vendor_22,Ops,P3,Cancelled,Inspection Overdue,Design,08/02/2024,2024-03-11,67482,122698,55216,15.7,701.6,98,Critical,Compliant,,EMP623,41,PHWR,P1073,280,63,11,Emergency,43.7,6,B,14.0,NRC,0,810757,Paid,89800,11,30,urgent
WO02056,A1055,Diablo Canyon,Vendor_24,Engineering,P5,In Progress,Inventory Shortage,Vendor Delay,22/02/2023,2023-03-29,36479,80551,44072,40.8,63.6,36,Medium,compliant,,EMP295,33,PWR,P1031,131,42,4,Emergency,5.9,2,B,2.3,STUK,0,789876,Overdue,46909,10,30,await docs
WO02057,A1050,Sizewell B,Vendor_26,Engineering,P5,Open,Calibration Drift,Unknown,2025-01-30,2025-02-21,106404,133428,27024,49.1,360.8,29,Critical,Compliant,,EMP895,27,SMR,P1455,385,33,73,Emergency,71.2,4,C,3.71,STUK,0,698855,Overdue,95337,6,365,
WO02058,A1015,Olkiluoto 3,Vendor_11,Maint,P1,Cancelled,Pump Failure,Vendor Delay,2025-01-17,2025-02-26,126865,143363,16498,35.1,827.2,97,Low,Non-Compliant,,EMP507,24,PWR,P1235,82,89,16,Predictive,35.0,8,C,13.9,ONR,0,528481,Paid,173583,1,30,urgent
WO02059,A1290,Heysham 1,Vendor_28,Engineering,P4,Cancelled,Valve Leak,Unknown,29/07/2023,2023-08-16,210528,290432,79904,5.6,192.1,68,Critical,Pending,67.0,EMP752,15,PWR,P1157,206,70,30,Preventive,58.9,7,C,5.17,CNSC,0,467514,Pending,253760,6,30,await docs
WO02060,A1075,Torness,Vendor_14,Ops,P3,Closed,Valve Leak,Ageing,18/03/2024,2024-03-31,50054,76142,26088,73.0,661.1,86,High,Pending,,EMP939,40,SMR,P1375,103,58,81,Corrective,18.2,3,D,7.01,NRC,0,956497,Pending,91472,7,180,repeat issue 
WO02061,A1242,Heysham 1,Vendor_10,Maint,P5,Cancelled,Sensor Fault,Design,02/01/2023,,79420,123025,43605,27.7,761.8,78,Low,compliant,,EMP457,36,PHWR,P1222,385,109,55,Corrective,51.5,4,C,10.66,ONR,0,648391,Paid,108005,5,180,N/A
WO02062,A1105,Olkiluoto 3,Vendor_14,Safety,P4,Cancelled,Calibration Drift,Vendor Delay,2025-03-25,,344333,438012,93679,16.5,746.9,17,Low,compliant,,EMP721,12,BWR,P1237,444,59,0,Corrective,7.8,4,B,12.7,CNSC,28416,700648,Overdue,360193,1,30,repeat issue 
WO02063,A1034,Torness,Vendor_9,Finance,P2,Closed,Calibration Drift,Vendor Delay,2024-05-02,2024-05-23,117916,92672,-25244,54.2,10.5,4,Medium,Non-Compliant,77.0,EMP336,44,AGR,P1386,406,15,52,Predictive,41.8,7,B,3.37,STUK,0,938299,Paid,166997,3,365,
WO02064,A1188,Olkiluoto 3,Vendor_13,Safety,P2,In Progress,Inventory Shortage,Ageing,2023-02-08,2023-02-16,389256,379862,-9394,94.4,889.0,63,Low,Pending,,EMP946,29,BWR,P1465,449,88,25,Corrective,71.4,3,C,13.41,NRC,0,910562,Pending,435588,3,90,await docs
WO02065,A1225,Heysham 1,Vendor_27,Procurement,P1,Cancelled,Inventory Shortage,Human Error,05/01/2023,2023-02-02,17611,18734,1123,83.7,452.8,31,Low,Non-Compliant,,EMP557,10,PWR,P1049,269,75,51,Preventive,62.6,1,B,1.52,ONR,0,444935,Paid,805,3,90,urgent
WO02066,A1140,Bruce A,Vendor_13,Safety,P4,Cancelled,Inspection Overdue,Human Error,2022-04-03,2022-04-20,333621,398326,64705,45.2,731.1,15,Critical,compliant,50.0,EMP733,36,AGR,P1012,298,88,47,Predictive,37.2,8,C,17.53,ONR,0,635088,Overdue,339312,4,180,N/A
WO02067,A1094,Olkiluoto 3,Vendor_18,Finance,P2,Cancelled,Valve Leak,Design,02/10/2023,2023-10-15,399155,378302,-20853,94.0,482.6,66,High,Pending,63.0,EMP867,36,AGR,P1474,272,73,64,Corrective,23.9,5,A,5.88,ONR,0,888969,Paid,393192,9,365,
WO02068,A1012,Bruce A,Vendor_16,Procurement,P3,Open,Inspection Overdue,Human Error,2023-09-17,2023-11-04,233900,275451,41551,40.0,808.4,3,Low,Non-Compliant,43.0,EMP895,35,PHWR,P1346,165,37,86,Predictive,72.5,1,C,6.52,STUK,41931,909429,Pending,244440,10,30,N/A
WO02069,A1146,Diablo Canyon,Vendor_28,Procurement,P1,Cancelled,Calibration Drift,Unknown,13/06/2022,2022-07-14,23318,3062,-20256,45.1,626.8,64,Medium,Pending,89.0,EMP289,10,SMR,P1177,56,79,86,Emergency,29.7,5,B,11.47,STUK,85438,270262,Pending,66293,0,90,urgent
WO02070,A1105,Olkiluoto 3,Vendor_3,Engineering,P4,Closed,Inspection Overdue,Ageing,2023-02-16,,277444,390560,113116,89.1,815.6,18,Low,Pending,,EMP353,22,PWR,P1277,345,73,42,Emergency,12.4,2,B,10.11,NRC,21698,920228,Overdue,269069,3,365,urgent
WO02071,A1179,Diablo Canyon,Vendor_27,Ops,P4,Open,Sensor Fault,Design,2024-02-24,2024-04-17,191161,170936,-20225,31.9,668.7,4,Medium,Non-Compliant,75.0,EMP696,34,PWR,P1084,349,62,9,Corrective,74.1,7,C,10.47,STUK,0,803263,Paid,197082,5,180,await docs
WO02072,A1138,Bruce A,Vendor_13,Engineering,P4,Closed,Inventory Shortage,Ageing,2024-09-10,2024-10-02,253412,267489,14077,32.9,611.0,15,High,Non-Compliant,81.0,EMP108,25,BWR,P1235,481,96,63,Corrective,62.8,5,B,13.56,NRC,0,319080,Paid,281807,1,30,
WO02073,A1056,Heysham 1,Vendor_21,Safety,P2,Cancelled,Inventory Shortage,Ageing,2022-08-18,2022-08-20,305421,269952,-35469,89.0,754.0,20,High,Pending,,EMP785,36,SMR,P1358,68,94,30,Preventive,22.4,7,B,5.34,STUK,0,101709,Overdue,314686,5,365,urgent
WO02074,A1011,Bruce A,Vendor_3,Finance,P1,In Progress,Calibration Drift,Human Error,14/08/2023,2023-09-29,434828,497232,62404,91.9,703.7,17,Low,Non-Compliant,68.0,EMP165,44,AGR,P1273,317,99,23,Emergency,14.4,5,B,14.19,ONR,0,450333,Paid,442132,9,365,repeat issue 
WO02075,A1224,Olkiluoto 3,Vendor_27,Finance,P2,Open,Inspection Overdue,Ageing,2025-06-20,2025-06-29,118992,172101,53109,10.7,826.1,50,Medium,compliant,,EMP516,1,BWR,P1034,151,10,35,Emergency,34.2,8,A,13.77,ONR,0,177978,Paid,118490,11,180,await docs
WO02076,A1213,Bruce A,Vendor_24,Engineering,P5,In Progress,Sensor Fault,Human Error,2022-05-15,2022-05-23,331445,332005,560,95.0,870.4,41,Medium,Pending,49.0,EMP322,26,PHWR,P1283,213,90,80,Predictive,7.9,7,A,9.11,NRC,0,938814,Overdue,330648,6,180,repeat issue 
WO02077,A1019,Olkiluoto 3,Vendor_20,Safety,P4,Closed,Valve Leak,Unknown,05/06/2022,,292930,280328,-12602,95.4,226.9,38,High,compliant,48.0,EMP212,6,SMR,P1417,27,46,45,Predictive,29.0,6,C,8.1,CNSC,0,517939,Pending,288190,12,30,await docs
WO02078,A1070,Diablo Canyon,Vendor_8,Finance,P4,In Progress,Pump Failure,Vendor Delay,2025-06-16,2025-07-21,245735,281689,35954,48.7,58.0,83,Low,Non-Compliant,,EMP870,1,SMR,P1435,380,16,16,Corrective,66.6,8,C,7.18,NRC,0,369666,Paid,238625,7,365,repeat issue 
WO02079,A1127,Diablo Canyon,Vendor_28,Ops,P2,Closed,Inventory Shortage,Unknown,2024-05-27,2024-07-09,189143,261793,72650,21.3,279.7,78,Medium,Compliant,,EMP956,41,BWR,P1483,228,30,79,Preventive,43.7,3,D,11.89,STUK,35765,889197,Overdue,192020,7,365,
WO02080,A1058,Bruce A,Vendor_21,Safety,P3,Closed,Inspection Overdue,Vendor Delay,2022-12-06,2022-12-10,368169,449120,80951,45.0,352.7,52,Medium,compliant,,EMP968,44,AGR,P1328,160,72,13,Corrective,7.9,6,A,7.93,STUK,0,651853,Paid,369684,0,365,await docs
WO02081,A1035,Diablo Canyon,Vendor_9,Finance,P3,Cancelled,Inspection Overdue,Human Error,06/05/2025,2025-06-02,415788,401922,-13866,40.2,570.4,64,High,Non-Compliant,,EMP387,37,BWR,P1418,316,15,8,Preventive,24.2,5,C,14.52,STUK,0,765606,Overdue,398559,3,180,N/A
WO02082,A1196,Bruce A,Vendor_8,Engineering,P1,Open,Inventory Shortage,Vendor Delay,2023-07-09,2023-08-25,262654,365808,103154,42.9,267.3,37,Medium,compliant,77.0,EMP456,45,SMR,P1003,350,15,4,Preventive,44.0,1,C,16.14,CNSC,0,73176,Pending,278882,11,30,
WO02083,A1070,Diablo Canyon,Vendor_13,Procurement,P1,Open,Calibration Drift,Ageing,12/10/2022,2022-10-31,341138,426776,85638,7.4,264.6,12,Low,Compliant,,EMP645,19,PWR,P1024,268,66,85,Corrective,3.7,1,B,15.53,STUK,0,567578,Pending,364647,3,30,repeat issue 
WO02084,A1148,Bruce A,Vendor_4,Engineering,P1,Open,Valve Leak,Unknown,2024-11-23,,120607,158363,37756,3.4,47.7,63,Low,compliant,,EMP187,28,BWR,P1011,440,54,27,Predictive,6.4,2,A,9.92,ONR,0,860418,Paid,147990,10,90,repeat issue 
WO02085,A1174,Torness,Vendor_30,Finance,P2,Open,Calibration Drift,Ageing,2025-02-04,2025-04-01,427413,389198,-38215,3.3,271.5,38,Critical,Compliant,98.0,EMP269,18,BWR,P1281,264,70,-3,Predictive,59.0,8,B,2.7,STUK,0,173494,Pending,442186,1,30,repeat issue 
WO02086,A1042,Heysham 1,Vendor_5,Finance,P2,Closed,Sensor Fault,Design,19/09/2022,2022-11-05,60437,155252,94815,1.7,487.9,63,High,Pending,,EMP832,13,PHWR,P1354,430,55,77,Predictive,45.0,2,C,2.7,NRC,0,715940,Paid,63201,3,365,urgent
WO02087,A1053,Bruce A,Vendor_22,Maint,P4,Cancelled,Inspection Overdue,Human Error,2024-08-20,,156825,222775,65950,81.5,287.5,49,Low,Compliant,,EMP161,20,BWR,P1301,10,54,18,Corrective,24.2,8,B,9.25,STUK,0,321115,Overdue,175299,11,180,
WO02088,A1213,Olkiluoto 3,Vendor_7,Safety,P2,Closed,Inventory Shortage,Vendor Delay,04/10/2023,2023-11-14,143751,204361,60610,43.8,188.2,45,Critical,compliant,65.0,EMP985,35,PHWR,P1072,146,61,15,Predictive,20.6,2,A,2.34,NRC,0,265145,Overdue,131129,1,90,N/A
WO02089,A1265,Diablo Canyon,Vendor_18,Procurement,P5,Cancelled,Inspection Overdue,Vendor Delay,2022-09-13,,5932,43742,37810,25.1,292.8,45,Critical,Non-Compliant,,EMP607,27,BWR,P1277,466,113,52,Preventive,57.9,3,A,0.6,NRC,0,413537,Pending,11342,3,30,N/A
WO02090,A1010,Olkiluoto 3,Vendor_3,Procurement,P4,Open,Valve Leak,Vendor Delay,2024-02-12,2024-04-07,356737,376229,19492,44.4,537.1,14,Medium,Pending,50.0,EMP352,1,PHWR,P1353,287,31,30,Emergency,2.7,4,C,6.17,STUK,87011,639808,Overdue,350712,12,365,
WO02091,A1132,Heysham 1,Vendor_23,Safety,P3,Cancelled,Inspection Overdue,Unknown,02/05/2025,2025-06-22,51806,71558,19752,10.0,770.8,60,Critical,Non-Compliant,64.0,EMP567,34,PWR,P1310,156,64,14,Preventive,14.4,1,B,10.64,ONR,0,874432,Pending,57771,9,30,repeat issue 
WO02092,A1249,Diablo Canyon,Vendor_28,Ops,P4,Open,Sensor Fault,Human Error,14/01/2022,2022-02-27,260632,236853,-23779,68.0,683.0,25,Critical,Non-Compliant,,EMP102,39,PWR,P1312,273,59,75,Preventive,51.9,7,B,14.59,CNSC,0,630703,Pending,249480,11,30,N/A
WO02093,A1032,Bruce A,Vendor_29,Ops,P5,Closed,Valve Leak,Human Error,16/02/2025,2025-04-06,287547,294790,7243,57.8,763.2,46,High,Compliant,69.0,EMP919,20,AGR,P1078,51,45,-1,Predictive,22.6,5,A,7.13,NRC,0,197348,Pending,299147,9,365,await docs
WO02094,A1264,Olkiluoto 3,Vendor_9,Engineering,P1,Cancelled,Calibration Drift,Vendor Delay,14/05/2022,2022-05-27,21293,138097,116804,75.3,272.5,75,Low,compliant,43.0,EMP608,45,PHWR,P1411,4,93,53,Predictive,51.9,6,B,13.72,NRC,0,27103,Paid,27933,5,90,urgent
